SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
1115,193.1,251.75,212.16,213.822370501441,202.08,14.827457575512
384,189.44,261.4,214.67,222.281983779869,212.7,17.1583601998821
882,193.91,267.75,218.72,225.436562006602,207.18,19.8258423821984
1583,197.94,267.22,218.6,223.859857272812,204.97,17.9820094745321
1353,197.81,265.99,220.34,229.90427686449,259.25,22.6415361912741
635,191.87,263.18,219.06,221.268478621386,218.82,18.1805946065371
383,190.55,261.78,211.32,216.094214786443,204.63,14.8328678848161
1114,192.26,248.7,213.32,219.157885478748,197.5,19.010495328015
881,199.01,262.66,218.725,225.47158762421,206.01,19.3056805227785
1582,200.87,271.34,216.3,225.364034576717,208.26,20.865107830606
634,191.59,254.02,212.71,219.391868813406,213.61,18.0399579005928
880,217.5,268.44,249.275,242.442298181818,228.69,13.2999089774082
1352,199.25,268.17,230.25,231.837313913471,259.9,21.8870873714015
873,202.9,236.41,213.61,217.443102261554,210.2,8.63721322867061
382,193.19,258.55,209.98,216.882228147387,202.38,17.1533386836463
1113,194.83,249.88,212.31,221.005896453045,200.23,18.1850781842679
633,192.55,255.38,212.61,221.058829681473,251.09,19.3196982332985
1581,200.81,268.21,224.06,228.189810940112,202.96,20.0769573361895
1351,200.02,258.94,228.48,227.059552300987,224.88,14.9494075576021
872,202.15,267.14,241.16,237.700531337338,254.98,18.916242978621
632,191.95,253.7,225.3,221.67045691335,205.92,18.1063776291846
1580,201.24,266.73,221.81,224.817652314254,202.71,20.6396417483039
1112,193.72,248.45,215.13,218.555348883081,196.25,17.481653999141
871,203.16,263.95,240.5,239.92788255713,254.62,13.5512880313064
631,189.39,254.7,210.16,216.771756214324,194.87,19.7904212349727
1350,199.68,263.75,219.7,222.624896881798,220.68,16.5682095255502
870,199.12,264.83,241.77,230.874810156287,204.2,22.5031261971914
1579,199.88,269.28,214.01,221.995351930879,204.41,19.2172965475907
380,194.44,258.23,213.63,217.355321083235,214.33,18.7570517675838
1111,192.78,246.24,217.87,216.000856123981,206.08,15.4562389505995
630,189.63,253.96,221.16,218.419046404476,238.76,19.2385072976931
1349,199.21,260.3,230.02,226.110159038238,202.39,17.258929311383
869,202.07,268.02,241.16,235.151744189858,206.84,18.0296528520991
1578,197.82,268.17,218.49,225.019246815986,203.59,20.8045742119652
379,190.13,261.08,212.08,217.885424647865,194.06,19.4587610968117
1110,191.46,248.25,218.03,215.875087156454,195.34,16.016793510837
629,189.65,246.68,207.82,212.779816154593,194.85,17.9722863232099
1348,194.36,254.86,219,224.019829740757,217.07,16.8208000239112
868,203.41,269.27,229.94,230.676724918886,231.01,15.1555057914806
1577,200.67,270.2,211.18,220.350624550205,202.85,19.5405261035166
378,193.58,254.63,209.4,215.828907942238,194.67,17.6964428961112
628,193.53,250.64,210.1,218.142233268382,209.09,17.4520759666807
1109,192.07,245.87,215.51,215.753189511531,200.61,15.3721172830983
867,203.35,264.41,230.87,234.140139918888,209.84,16.2791076910922
1576,201.69,265.11,225.41,228.593403488991,225.26,16.9816066990516
1347,197.82,256.01,216.42,220.086440505243,215.89,17.2160221111402
377,187.5,260.77,202.8,207.598731260524,203.99,16.4244251844563
627,191.05,253.91,214.97,219.811700003977,195.08,18.3148641005709
1108,194.97,247.55,210.56,213.865619287144,213.81,13.8493885608316
1575,201.56,272.6,229.63,235.534414874058,226.96,17.6498511021452
1346,198.37,255.13,219.56,224.1272416901,252.5,17.0337428206168
626,191.85,249.98,225.1,220.953899590897,202.56,19.0878208350701
866,202.92,263.68,228.59,229.522547079754,230.53,15.4381446622263
376,195.47,262.99,217.5,219.759301646394,218.14,16.3387360523795
1574,202.37,272.81,223.36,233.13144711722,222.78,22.0866737408165
1345,197.05,253.15,210.94,219.012384291725,199.18,18.2109319790645
1573,198.95,269.81,229.31,233.059288512861,219.51,18.6244005227452
625,190.14,248.23,227.61,219.350279565485,230.06,18.8895269506849
865,203.68,267.92,222.25,229.052619843924,215.48,17.4564143856279
1107,194.02,248.63,211.15,213.827885971734,211.59,14.6162087171661
375,195.22,264.89,216.86,221.391351794147,216.98,18.440516728462
1344,197.9,259.61,210.14,216.633676231941,200.34,16.8048299794353
1572,188.84,268.39,225.13,226.415785270205,211.82,20.8336556079466
624,190.58,253.77,231.27,221.58316473929,244.77,21.7558321861312
864,202.99,270.47,222.25,228.889403234254,214.48,17.0899075607056
374,194.51,264.28,214.35,220.805885829933,214.24,17.9725662221639
1106,192.34,247.09,212.47,216.874673010982,198.27,15.3903791371432
