SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
868,849.01,953.51,904.57,907.009757139645,934.99,27.8795785539486
1577,817.91,907.77,879.46,871.882281673394,878.8,27.7934310773723
378,824.84,907.53,880.39,870.740885198557,888.4,23.6119556842019
628,724.54,790.01,751.49,758.982326321233,751.45,21.0487354368292
1109,851.65,927.38,894.93,890.921356075887,851.83,28.9086423554504
867,853.46,952.73,904.29,904.567946407879,934.48,26.0301017295756
1576,815.36,913.29,888.8,874.111655235053,889.8,30.1399732837619
1347,690.02,775.75,738.08,740.812579312934,735.38,23.4521053844227
377,824.35,907.85,888.73,875.413764324146,890.64,24.2545101185348
627,725.07,789.79,751.6,757.384046208295,778.11,19.7440996631985
1108,852.53,926.24,893.45,897.299138677052,916.05,19.8920043559029
1575,822.1,910.77,859.79,866.931424434639,822.57,26.5403572273233
1346,689.64,776.24,736.29,732.278912322446,739.33,22.2592290133646
626,725.19,789.31,758.6,756.230702228226,778.81,19.2706122557261
866,854.94,952.79,912.38,909.618038994472,936.75,25.9457609402023
376,824.81,910.98,887.23,877.38059597548,887.47,25.148331624034
1574,816.36,909.03,863.24,860.809485808832,895.47,28.8076629102395
1345,688.41,772.95,743.34,733.391366382567,758.32,27.6840060569754
1573,822.83,908.85,875.42,866.749094316051,825.74,26.925459409656
625,725.76,791.86,759.04,758.585788891168,725.93,19.6444645361085
865,854.77,954.65,923.74,915.759138304153,944.27,28.1918108168428
1107,852.05,923.72,892.19,895.790403604282,914.89,20.3395722654556
375,821.88,911.13,882.2,876.113758231873,882.21,25.4289006035289
1344,686.6,770.17,751.74,739.831840490798,751.22,26.2962163186647
1572,818.99,907.14,873.775,867.717699665232,819.21,29.1607583558812
624,727.76,792.31,753.81,757.694939709454,782.12,21.4699285569558
864,852.39,957.16,924.855,909.561265549301,852.72,36.1263370304703
374,820.84,907.55,884.43,874.58854797777,884.22,26.3094083872185
1106,849.52,923.41,889.52,889.219575610002,914.41,23.2424615465741
1571,821.77,910.85,892.18,877.423741247993,893.21,28.4021464172594
1343,687.48,772.05,743.32,737.921966471371,752.75,21.7172968513488
623,728.69,791.98,749.23,756.271000501172,784.19,22.7770870835214
373,822.33,905.41,867.08,864.508208718818,886.76,21.4865321438957
